material,price,title
"Main: 40% Polyester, 30% Acrylic, 15% Polyamide, 7% Cotton, 6% Wool, 2% Elastane.",£20.00,Urban Revivo slash sleeve high neck jumper in grey marl
Main: 100% Acrylic.,£20.00,Reclaimed Vintage plated rib knit shrug
,£20.00,
Main: 100% Polyester.,£20.00,BOSS Fenniki logo mesh jumper in black
,£20.00,
Main: 100% Polyamide.,£20.00,ASOS DESIGN jumper with 3D textured stitch in blue
"Main: 67% Polyester, 33% Viscose.",£20.00,ASOS DESIGN crop cardigan with 3D textured stitch in orange
"Main: 83% Acrylic, 11% Polyester, 6% Metallised fibres.",£20.00,ASOS DESIGN Petite knitted top with cut out and tie front in metallic yarn in cobalt blue
"Fabric 1: 49% Acrylic, 36% Polyester, 8% Polyamide, 7% Alpaca wool, Fabric 2: 49% Acrylic, 36% Polyester, 8% Polyamide, 7% Alpaca wool, Main: 49% Acrylic, 36% Polyester, 8% Polyamide, 7% Alpaca wool, Fabric 3: 49% Acrylic, 36% Polyester, 8% Polyamide, 7% Alpaca wool.",£20.00,Superdry high neck cable knit jumper in White Pepper Marl
Main: 100% Cotton.,£20.00,Polo Ralph Lauren cable knit jumper in navy
Main: 100% Merino wool.,£20.00,& Other Stories merino wool roll neck sweater with shoulder pads in brown
Main: 100% Polyester.,£20.00,ASOS DESIGN knitted polo collar jumper with tie detail in teddy yarn in tan
Main: 100% Acrylic.,£20.00,Noisy May cropped jumper in grey
Main: 100% Acrylic.,£20.00,Mango tonal long sleeve top co-ord in pink
"Main: 58% Cotton, 42% Polyester.",£20.00,Obey amelia sweatshirt in white
"Main: 72% Viscose, 28% Polyamide.",£20.00,Monki knitted cardigan with detachable faux fur collar in purple
Main: 100% Cotton.,£20.00,Weekday Unisex Fabian graphic jumper in black exclusive to ASOS
"Main: 50% Viscose, 27% Nylon, 23% Polyester.",£20.00,Only Tall button down longline cardigan dress in black
"Main: 60% Polyamide, 30% Acrylic, 9% Polyester, 1% Elastane.",£20.00,Tommy Jeans logo turtleneck sweater in leopard print
"Main: 72% Viscose, 28% Nylon.",£20.00,Miss Selfridge knit rib super crop top in camel
"Main: 97% Polyester, 3% Elastane.",£20.00,Weekday Anais knitted cardigan in blue stripe
Main: 100% Cotton.,£20.00,IIQUAL unisex cable knit varsity jumper in brown & coral
,£20.00,
"Main: 55% Acrylic, 45% Cotton.",£20.00,Bailey Rose charm tie crop cardigan in pink check
Main: 100% Cotton.,£20.00,Dickies wilderville rib cardigan in green surplus utility pack exclusive to asos
"Main: 40% Acrylic, 40% Polyamide, 20% Wool.",£20.00,Fred Perry X Amy winehouse zebra jumper in pink 
"Fabric 1: 49% Acrylic, 36% Polyester, 8% Alpaca wool, 7% Polyamide, Fabric 2: 49% Acrylic, 36% Polyester, 8% Alpaca wool, 7% Polyamide, Main: 49% Acrylic, 36% Polyester, 8% Alpaca wool, 7% Polyamide, Fabric 3: 49% Acrylic, 36% Polyester, 8% Alpaca wool, 7% Polyamide.",£20.00,Superdry high neck cable knit jumper in Off White
"Main: 62% Wool, 20% Cotton, 18% Polyamide.",£20.00,& Other Stories wool blend cardigan with clasp buttons in off-white
"Main: 56% Cotton, 40% Polyester, 4% Elastane.",£20.00,Urban Revivo scoop neck cardigan in black
Main: 100% Wool.,£20.00,& Other Stories wool blend jumper in dark blue exclusive to ASOS
,£20.00,
"Main: 52% Wool, 48% Cotton.",£20.00,Fred Perry branded cardigan in navy
,£20.00,
"Main: 56% Viscose, 27% Polyester, 17% Polyamide.",£20.00,Urban Revivo slash detail ribbed long sleeve jumper in black
"Body: 52% Acrylic, 48% Polyester.",£20.00,COLLUSION multi-knit stripe jumper with ladder detail in green and white 
"Body: 100% Acrylic, Rib: 96% Acrylic, 4% Nylon.",£20.00,COLLUSION Y2K shrunken knitted cropped cardigan in light brown 
Main: 100% Polyester.,£20.00,Weekday Unisex Jesper knitted jumper in silver metallic yarn exclusive to ASOS
,£45.00,
"Main: 90% Nylon, 10% Elastane.",£45.00,Neon & Nylon textured cardigan co-ord in orange
"Main: 80% Acrylic, 20% Polyester.",£45.00,JJXX high neck chunky knit jumper in ecru
Main: 100% Polyamide.,£20.00,Annorlunda faux fur edged stripe longline cardigan in multi
"Body: 80% Acrylic, 20% Polyester.",£45.00,COLLUSION knitted open shoulder jumper in bright orange 
Main: 100% Acrylic.,£45.00,Urban Revivo knitted cable jumper in off white
Main: 100% Polyester.,£45.00,Weekday Enora knitted sheer rib sweater in grey 
Main: 100% Acrylic.,£45.00,Obey striped cardigan in multi
"Main: 64% Acrylic, 16% Polyester, 10% Wool, 8% Nylon, 2% Elastane.",£45.00,Superdry essential mock neck jumper in Bitter Chocolate Brown
"Main: 84% Acrylic, 16% Nylon.",£45.00,Miss Selfridge tie front shrunken cardigan in soft pink
"Fabric 1: 88% Polyester, 12% Polyamide.",£45.00,Cotton:On Everfine Crop V Neck Button Cardigan in light pink
"Main: 57% Polyester, 14% Acrylic, 13% Alpaca, 13% Wool, 3% Elastane.",£45.00,JJXX cream and black striped crew neck knit jumper
"Main: 86% Polyester, 14% Acrylic.",£45.00,ASOS DESIGN open deconstructed jumper in red 
"Main: 85% Acrylic, 10% Polyamide, 5% Elastane.",£45.00,Only fringe detail jumper in black
Main: 100% Acrylic.,£45.00,ASOS DESIGN crop tie front cardigan in ladder stitch in green
"Main: 40% Acrylic, 40% Paper, 20% Wool.",£45.00,Fred Perry check knitted vest in maroon 
"Main: 80% Polyester, 20% Viscose.",£45.00,Vero Moda Tall cardigan in grey melange 
"Main: 72% Viscose, 28% Polyester.",£45.00,Weekday Halima open neck knitted jumper in navy melange
"Main: 96% Cotton, 4% Elastane.",£45.00,Urban Revivo split elbow roll neck top in aqua green
"Main: 55% Acrylic, 45% Cotton.",£45.00,The Frolic wrap detail faux fur edged cardigan in aqua
Main: 100% Cotton.,£45.00,Dickies wilderville rib cardigan in stone surplus utility pack exclusive to asos
,£45.00,
"Main: 68% Viscose, 28% Polyamide, 4% Elastane.",£45.00,& Other Stories ribbed knitted polo top in off white
Main: 100% Viscose.,£45.00,SNDYS fine knit button through top in green
"Main: 57% Cotton, 39% Polyester, 4% Viscose.",£45.00,Only cropped distressed detail jumper in orange and cream stripe
"Main: 59% Acrylic, 19% Polyester, 10% Polyamide, 6% Wool, 5% Alpaca wool, 1% Elastane.",£45.00,Superdry essential crew neck jumper in Eclipse Navy
Body: 100% Acrylic.,£45.00,COLLUSION knitted plated cardigan with hook and eye fastening in blue co-ord
"Main: 74% Cotton, 26% Polyester.",£45.00,Bershka chunky crew neck jumper in black
"Main: 56% Nylon, 44% Acrylic.",£45.00,JDY roll neck eyelash jumper in navy
Main: 100% Cotton.,£45.00,Calvin Klein Jeans logo mock neck jumper in green
Main: 100% Polyester.,£45.00,Daisy Street 90s double zip stripe rib cardigan
Main: 100% Polyester.,£45.00,Daisy Street ultra crop open knit shrug
"Fabric: 74% Polyester, 15% Acrylic, 8% Wool, 3% Elastane.",£45.00,Morgan long sleeve wool mix jumper dress with button detail in beige
"Main: 32% Polyamide, 30% Alpaca, 26% Wool, 7% Viscose, 5% Elastane.",£45.00,& Other Stories knitted tweed look contrast edge alpaca wool cardigan
"Main: 34% Alpaca, 33% Nylon, 28% Wool, 5% Elastane.",£45.00,ASOS DESIGN high neck jumper in alpaca wool blend in cream
"Main: 91% Viscose, 9% Polyamide.",£45.00,French Connection knitted roll neck jumper co-ord in brown stripe
"Main: 66% Acrylic, 34% Polyester.",£45.00,ASOS DESIGN knitted top with hood in rib in neutral
"Main: 66% Acrylic, 34% Polyester.",£45.00,Mango oversized collar jumper in beige
"Collar: 100% Polyester, Cuff: 100% Polyester, Main: 42% Acrylic, 29% Polyamide, 29% Polyester.",£45.00,Reclaimed Vintage inspired tie front cardi with faux fur trims
Main: 100% Polyester.,£45.00,Pieces high neck jumper in black & white stripe
"Main: 41% Lyocell, 28% Cotton, 18% Metallic fibres, 13% Nylon.",£45.00,Selected Femme roll neck knitted top in lime 
"Main: 66% Cotton, 34% Polyester.",£45.00,Polo Ralph Lauren x ASOS exclusive collab cardigan with logo in cream
"Main: 57% Acrylic, 28% Polyester, 15% Polyamide.",£45.00,Vero Moda bobble ballon sleeve jumper in cream 
"Main: 88% Polyester, 12% Polyamide.",£45.00,Cotton:On ribbed polo cardigan in multi
"Main: 77% Acrylic, 19% Polyester, 4% Elastane.",£45.00,Only longline deep cuff jumper in green
"Main: 66% Cotton, 23% Nylon, 11% Polyester.",£45.00,River Island boucle cardi with diamante heart trim co-ord in light blue
"Main: 50% Viscose, 27% Nylon, 23% Polyester.",£45.00,Object ribbed zip through cardigan in white
"Main: 74% Polyester, 17% Nylon, 6% Wool, 3% Elastane.",£45.00,Pieces half zip jumper in black & white print
Main: 100% Acrylic.,£45.00,Pieces exclusive open knit jumper in beige
"Main: 60% Polyester, 30% Acrylic, 10% Polyamide.",£45.00,Bershka ribbed fitted cardigan in baby blue
Main: 100% Polyester.,£45.00,Reclaimed Vintage unisex open knitted summer festival Jumper in multi stripe
"Main: 82% Viscose, 18% Nylon.",£45.00,ASOS DESIGN off shoulder knitted top with embellished trim in black
"Main: 55% Wool, 45% Cotton.",£45.00,& Other Stories knitted top with volume cuffs in grey
Main: 100% Acrylic.,£45.00,Motel gauzey oversized jumper in cream
Main: 100% Polyester.,£45.00,Weekday Unisex Fabian jumper with destiny graphic in black exclusive to ASOS
"Main: 45% Viscose, 28% Polyamide, 27% Polyester.",£45.00,Daisy Street rib knitted cardigan in green stripe
"Main: 80% Viscose, 20% Polyester.",£45.00,Cotton:On reversible lightweight rib knit cardigan
"Main: 39% Viscose, 34% Polyester, 22% Polyamide, 5% Cashmere.",£45.00,Mango high neck jumper in blue
"Fabric 1: 74% Acrylic, 11% Polyester, 10% Polyamide, 5% Wool, Fabric 2: 74% Acrylic, 11% Polyester, 10% Polyamide, 5% Wool, Main: 74% Acrylic, 11% Polyester, 10% Polyamide, 5% Wool, Fabric 3: 74% Acrylic, 11% Polyester, 10% Polyamide, 5% Wool.",£45.00,Superdry chunky cable knit jumper in Ice Marl Grey
"Main: 30% Cotton, 30% Polyamide, 30% Wool, 10% Cashmere.",£45.00,Fiorucci milan angels intarsia jumper in chocolate
Main: 100% Acrylic.,£45.00,Stradivarius sheer cardigan in soft pink 
"Main: 75% Viscose, 25% Polyester.",£45.00,ASOS DESIGN sheer longline cardigan with button front detail in camel
Body: 100% Acrylic.,£45.00,COLLUSION asymmetric tie up jumper in green marl
Main: 100% Polyamide.,£45.00,Only open fluffy cardigan in turquoise space dye
"Main: 74% Acrylic, 24% Polyester, 2% Elastane.",£45.00,Only Tall v neck jumper in dark grey
"Main: 50% Cotton, 50% Polyester.",£45.00,Vero Moda Aware honeycomb textured knitted jumper with sleeve detail in navy 
Main: 100% Polyester.,£45.00,Vila hybrid jumper in black and white
"Main: 58% Polyester, 38% Acrylic, 4% Elastane.",£45.00,Pieces textured high neck button detail jumper in sage
"Main: 52% Viscose, 26% Polyester, 22% Nylon.",£45.00,Y.A.S half and half colour block high neck jumper in brights
"Main: 78% Polyester, 22% Polyamide.",£45.00,Tommy Jeans knit rib collar sweater in white
"Main: 53% Acrylic, 21% Polyester, 16% Nylon, 10% Wool.",£45.00,Y.A.S cable knit v neck jumper with cuff detail in lilac
"Main: 69% Viscose, 31% Polyester.",£45.00,New Look one shoulder knitted top in purple
Main: 100% Polyester.,£60.00,Daisy Street raglan cropped fine knit jumper with star motif
Main: 100% Polyester.,£45.00,ASOS DESIGN long sleeve jumper with cut out detail in pink
Main: 100% Cotton.,£60.00,RVCA X STELLA Hometown sweater vest in navy 
"Main: 52% Acrylic, 42% Polyester, 6% Cotton.",£60.00,Mango stripe jumper with sparkle detail in black and white
Main: 100% Acrylic.,£60.00,ASOS DESIGN cropped knitted jumper in grey check
"Main: 70% Merino wool, 30% Cashmere.",£60.00,& Other Stories wool blend high neck jumper in taupe
"Main: 50% Polyamide, 50% Wool.",£60.00,Weekday Unisex Jesper open knit semi-sheer jumper in black exclusive to ASOS
Main: 100% Polyamide.,£60.00,ASOS DESIGN super crop cardigan in fluffy yarn in blue 
Main: 100% Wool.,£60.00,& Other Stories merino rib knit fitted jumper in dusty pink
,£60.00,
"Main: 55% Cotton, 36% Viscose, 9% Nylon.",£60.00,Pacsun v-neck cable knit cropped jumper in coffee brown
"Main: 65% Cotton, 35% Nylon.",£60.00,AllSaints x ASOS exclusive Billboard unisex jumper in black/white
Main: 100% Polyester.,£60.00,Y.A.S wrap knit cardigan in pink
"Main: 72% Viscose, 28% Polyester.",£60.00,Monki wrap cardigan in taupe
Body: 100% Acrylic.,£60.00,COLLUSION Unisex knitted brushed cardigan in brown and lilac branded print
"Shell: 50% Acrylic, 42% Polyamide, 8% Wool.",£60.00,NA-KD swirl patten high neck vest in orange and purple
Main: 100% Polyester.,£60.00,Weekday Hera cropped fluffy knitted sweater in blue oversize check pattern
Main: 100% Acrylic.,£60.00,ASOS DESIGN jumper with collar and knot front detail in orange
"Main: 40% Polyurethane coating, 40% Wool, 20% Plastic.",£60.00,Fred Perry button thru contrast cardigan in black 
Fabric 1: 100% Polyester.,£60.00,Cotton:On Blair Tie Front Cardigan in white
"Main: 69% Wool, 29% Polyester, 2% Elastane.",£60.00,& Other Stories wool blend polo collar jumper in beige melange
"Shell: 60% Polyester, 35% Polyamide, 5% Wool.",£60.00,NA-KD fine knit maxi cardigan in dark brown
"Body: 79% Cotton, 21% Polyester.",£60.00,COLLUSION oversized open knit jumper in ecru
"Main: 40% Acrylic, 30% Nylon, 30% Wool.",£60.00,AllSaints Lou oversized v-neck jumper in black and green stripe exclusive to ASOS
Main: 100% Acrylic.,£60.00,Vila striped roll neck jumper in red
Main: 100% Nylon.,£60.00,Noisy May fluffy knit top in blue
"Main: 50% Viscose, 27% Nylon, 23% Polyester.",£60.00,Only high neck jumper in black & white stripe
"Main: 62% Acrylic, 34% Polyester, 3% Cotton, 1% Elastane.",£60.00,Mango shoulder detail jumper in grey
Main: 100% Cotton.,£60.00,Monki knitted cropped cardigan in mono argyle jacquard pattern
Main: 100% Acrylic.,£60.00,Wednesday's Girl Maternity button front collar jumper in blue
"Main: 55% Acrylic, 45% Cotton.",£60.00,Fred Perry oversized textured knitted vest in black 
"Main: 89% Viscose, 11% Polyamide.",£60.00,Urban Revivo ruffle front ribbed cardigan in black
"Main: 72% Polyester, 28% Polyamide.",£60.00,Urban Revivo zip collar ombre striped sleeveless jumper in brown
Main: 100% Polyester.,£60.00,Tammy Girl crop knit cardigan with buckle waist
"Main: 57% Polyester, 32% Acrylic, 8% Wool, 3% Elastane.",£60.00,Y.A.S ribbed knitted jumper with attached scarf detail in cream
,£60.00,
Main: 100% Cotton.,£60.00,Polo Ralph Lauren cable knit jumper in black
Main: 100% Polyamide.,£60.00,ASOS DESIGN Petite high neck jumper in warped spot pattern
"Shell: 50% Cotton, 50% Wool.",£60.00,NA-KD wool blend turtle neck jumper in multi
"Main: 39% Wool, 30% Mohair, 29% Polyester, 2% Elastane.",£60.00,& Other Stories wool blend fluffy knit chuck-on cardigan in light beige
"Main: 72% Acrylic, 28% Polyester.",£60.00,JJXX high neck devoted knitted jumper in cream
"Main: 88% Wool, 7% Polyester, 5% Metallic fibres.",£60.00,Superdry studios merino vest in Forest Green Metallic
"Main: 45% Nylon, 34% Wool, 18% Alpaca, 3% Elastane.",£60.00,Topshop knitted micro alpaca blend cardigan in oat
"Main: 77% Polyamide, 23% Cotton.",£60.00,Levi's Betty fluffy cardigan in pink check
"Main: 40% Acrylic, 30% Polyamide, 30% Polyester.",£60.00,Urban Revivo oversized jumper in monochrome stripe knit
"Main: 80% Viscose, 20% Nylon.",£60.00,Pieces ribbed high neck jumper in cream
"Main: 75% Acrylic, 25% Polyester.",£60.00,Mango off shoulder cardigan and black
Main: 100% Acrylic.,£60.00,Wednesday's Girl spacedye round neck jumper in blue ombre
"Main: 78% Cotton, 22% Polyester.",£60.00,Monki oversized sweatshirt in off white with front eye print
"Main: 80% Cotton, 20% Polyester.",£60.00,Levi's v neck jumper in zebra print
"Main: 60% Cotton, 40% Acrylic.",£60.00,Y.A.S open knit jumper in multi zig zag
"Fabric 1: 70% Acrylic, 23% Nylon, 7% Polyester.",£60.00,River Island 2 in 1 Cosy Jumper in Black
"Main: 60% Cotton, 40% Acrylic.",£60.00,COLLUSION Plus knitted rollneck jumper with hotfix print in khaki
"Main: 86% Acrylic, 9% Polyester, 5% Nylon.",£60.00,ASOS DESIGN co-ord crop jumper with scoop neck in black
"Main: 95% Polyester, 5% Elastane.",£60.00,Pieces exclusive faux feather trim button through top co-ord in black
,£60.00,
,£60.00,Public Desire keyhole cardigan co ord in peach
Main: 100% Wool.,£60.00,& Other Stories merino wool jumper in grey
"Main: 83% Acrylic, 11% Polyester, 6% Metallised fibres.",£60.00,ASOS DESIGN knitted top with cut out and tie front in metallic yarn in brown
"Main: 60% Polyester, 40% Cotton.",£60.00,Weekday Carla cardigan in fluffy yarn in lilac 
"Main: 39% Wool, 30% Mohair, 29% Polyester, 2% Elastane.",£60.00,& Other Stories wool blend polo collar jumper in lilac
"Main: 60% Acrylic, 24% Cotton, 16% Polyester.",£60.00,Object cable knit puff sleeve jumper in mottle beige melange
"Main: 31% Alpaca, 29% Wool, 16% Polyester, 14% Metallised fibres, 9% Polyamide, 1% Elastane.",£60.00,& Other Stories alpaca and wool blend jumper in beige with golden metallic thread 
"Main: 80% Polyester, 20% Viscose.",£60.00,Vero Moda Curve cardigan in grey melange 
Main: 100% Cotton.,£60.00,Weekday Silva sheer variegated bubble knitted sweater in black
"Main: 50% Viscose, 28% Polyester, 22% Nylon.",£60.00,Vero Moda roll neck stripe knitted jumper in mono stripe
"Main: 75% Viscose, 25% Polyester.",£60.00,ASOS DESIGN sheer knitted top with rose corsage in pink
"Main: 53% Cotton, 40% Viscose, 7% Polyamide.",£60.00,Tommy Jeans essential flag logo turtleneck jumper in black
Main: 100% Acrylic.,£60.00,Native Youth oversized jumper with double neckline in green
"Fabric: 70% Polyester, 21% Nylon, 8% Wool, 1% Elastane.",£60.00,4th & Reckless Tall exclusive oversized contrast stitch jumper with scarf in camel
